image_path,class_label,attributes,caption,split,instance_id
images/team9_calculator_06_e.jpg,calculator,color:white;material:plastic;condition:new;size:medium,The back of a white plastic calculator.,train,team9_calculator_06
images/team9_calculator_07_a.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with round pastel buttons.,train,team9_calculator_07
images/team9_calculator_07_b.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with round pastel keys.,train,team9_calculator_07
images/team9_calculator_07_c.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with round pastel keys.,train,team9_calculator_07
images/team9_calculator_07_d.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with colorful round keys.,train,team9_calculator_07
images/team9_calculator_07_e.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with colorful pastel keys.,train,team9_calculator_07
images/team9_calculator_08_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark blue plastic calculator with gray buttons.,val,team9_calculator_08
images/team9_calculator_08_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark gray plastic calculator with blue buttons.,val,team9_calculator_08
images/team9_calculator_08_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark blue plastic calculator with gray buttons.,val,team9_calculator_08
images/team9_calculator_09_a.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A pink plastic calculator with coral buttons.,train,team9_calculator_09
images/team9_calculator_09_b.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A pink plastic calculator with coral buttons.,train,team9_calculator_09
images/team9_calculator_09_c.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A pink plastic calculator with round keys.,train,team9_calculator_09
images/team9_calculator_10_a.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A yellow plastic calculator with colorful round keys.,train,team9_calculator_10
images/team9_calculator_10_b.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A hand holding a yellow plastic calculator with colorful buttons.,train,team9_calculator_10
images/team9_calculator_10_c.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,Pastel plastic calculators with colorful round keys.,train,team9_calculator_10
images/team9_calculator_10_d.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A cream-colored plastic calculator with round pastel buttons.,train,team9_calculator_10
images/team9_calculator_10_e.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A yellow plastic calculator with colorful round keys.,train,team9_calculator_10
images/team9_calculator_11_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark plastic calculator with gray and orange buttons.,train,team9_calculator_11
images/team9_calculator_11_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with orange and gray buttons.,train,team9_calculator_11
images/team9_calculator_11_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark gray plastic calculator with an orange button.,train,team9_calculator_11
images/team9_calculator_11_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,The bottom of a black plastic device.,train,team9_calculator_11
images/team9_calculator_12_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with a green writing pad and pen.,train,team9_calculator_12
images/team9_calculator_12_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A person holding a black plastic calculator and writing tablet.,train,team9_calculator_12
images/team9_calculator_12_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator.,train,team9_calculator_12
images/team9_calculator_12_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,The bottom of a black plastic device.,train,team9_calculator_12
images/team9_calculator_13_a.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A white plastic calculator with teal keys.,train,team9_calculator_13
images/team9_calculator_13_b.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A white plastic calculator with teal buttons.,train,team9_calculator_13
images/team9_calculator_13_c.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A white plastic calculator with teal keys on a cracked surface.,train,team9_calculator_13
images/team9_calculator_14_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with a white border.,train,team9_calculator_14
images/team9_calculator_14_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with white keys.,train,team9_calculator_14
images/team9_calculator_14_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with metal details on a wood surface.,train,team9_calculator_14
images/team9_calculator_14_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator in its white case.,train,team9_calculator_14
images/team9_calculator_14_e.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A hand holding a black calculator in a white case.,train,team9_calculator_14
images/team9_cap_01_a.jpg,cap,color:multicolor;material:fabric;condition:new;size:large,cap side view,train,team9_cap_01
images/team9_cap_01_b.jpg,cap,color:multicolor;material:fabric;condition:new;size:large,cap side view,train,team9_cap_01
images/team9_cap_02_a.jpg,cap,color:blue;material:fabric;condition:new;size:large,cap front view,val,team9_cap_02
images/team9_cap_03_a.jpg,cap,color:blue;material:fabric;condition:new;size:large,cap front view,train,team9_cap_03
images/team9_cap_03_b.jpg,cap,color:blue;material:fabric;condition:new;size:large,cap bottom view,train,team9_cap_03
images/team9_cap_04_a.jpg,cap,color:blue;material:fabric;condition:new;size:large,cap with logo,val,team9_cap_04
images/team9_cap_05_a.jpg,cap,color:blue;material:fabric;condition:new;size:large,cap with puma logo,train,team9_cap_05
images/team9_cap_05_b.jpg,cap,color:blue;material:fabric;condition:new;size:large,cap with puma logo,train,team9_cap_05
images/team9_cap_06_a.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap with white logo,train,team9_cap_06
images/team9_cap_06_b.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap on table,train,team9_cap_06
images/team9_cap_06_c.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap side view,train,team9_cap_06
images/team9_cap_06_d.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap with logo,train,team9_cap_06
images/team9_cap_07_a.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap side view,train,team9_cap_07
images/team9_cap_07_b.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap upside down,train,team9_cap_07
images/team9_cap_07_c.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap upside down,train,team9_cap_07
images/team9_cap_07_d.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap front top view,train,team9_cap_07
images/team9_cap_07_e.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap top view,train,team9_cap_07
images/team9_cap_08_a.jpg,cap,color:black;material:fabric;condition:used;size:unknown,hat top view,val,team9_cap_08
images/team9_cap_08_b.jpg,cap,color:black;material:fabric;condition:used;size:unknown,hat bottom view,val,team9_cap_08
images/team9_cap_08_c.jpg,cap,color:black;material:fabric;condition:used;size:unknown,hat from top,val,team9_cap_08
images/team9_cap_09_a.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap upside down,train,team9_cap_09
images/team9_cap_09_b.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap upside down,train,team9_cap_09
images/team9_cap_09_c.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap front view,train,team9_cap_09
images/team9_cap_09_d.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap front view,train,team9_cap_09
images/team9_cap_10_a.jpg,cap,color:blue;material:fabric;condition:used;size:medium,blue cap top view,train,team9_cap_10
images/team9_cap_10_b.jpg,cap,color:blue;material:fabric;condition:used;size:medium,blue cap bottom view,train,team9_cap_10
images/team9_cap_10_c.jpg,cap,color:blue;material:fabric;condition:used;size:medium,blue cap bottom view,train,team9_cap_10
images/team9_cap_10_d.jpg,cap,color:blue;material:fabric;condition:used;size:medium,blue cap top view,train,team9_cap_10
images/team9_cap_10_e.jpg,cap,color:blue;material:fabric;condition:used;size:medium,blue cap with logo,train,team9_cap_10
images/team9_cap_11_a.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap with white logo,train,team9_cap_11
images/team9_cap_11_b.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,designer cap with white logo,train,team9_cap_11
images/team9_cap_11_c.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,designer cap with white logo,train,team9_cap_11
images/team9_cap_11_d.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,designer cap top view,train,team9_cap_11
images/team9_cap_12_a.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap bottom view,train,team9_cap_12
images/team9_cap_12_b.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap puma logo,train,team9_cap_12
images/team9_cap_12_c.jpg,cap,color:blue;material:fabric;condition:used;size:medium,hanging cap puma logo,train,team9_cap_12
images/team9_cap_12_d.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap puma logo,train,team9_cap_12
images/team9_cap_12_e.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap puma logo,train,team9_cap_12
images/team9_cap_13_a.jpg,cap,color:silver;material:fabric;condition:used;size:large,cap on table,val,team9_cap_13
images/team9_cap_13_b.jpg,cap,color:silver;material:fabric;condition:used;size:large,cap top view,val,team9_cap_13
images/team9_cap_13_c.jpg,cap,color:silver;material:fabric;condition:used;size:large,cap side view,val,team9_cap_13
images/team9_cap_14_a.jpg,cap,color:blue;material:fabric;condition:used;size:small,cap with net bottom,train,team9_cap_14
images/team9_cap_14_b.jpg,cap,color:blue;material:fabric;condition:used;size:small,cap with net bottom,train,team9_cap_14
images/team9_cap_14_c.jpg,cap,color:blue;material:fabric;condition:used;size:small,cap back side view,train,team9_cap_14
images/team9_cap_14_d.jpg,cap,color:blue;material:fabric;condition:used;size:small,cap side view,train,team9_cap_14
images/team9_cap_14_e.jpg,cap,color:blue;material:fabric;condition:used;size:small,cap top view,train,team9_cap_14
images/team9_cap_15_a.jpg,cap,color:white;material:fabric;condition:used;size:medium,cap top view,val,team9_cap_15
images/team9_cap_15_b.jpg,cap,color:white;material:fabric;condition:used;size:medium,cap side view,val,team9_cap_15
images/team9_cap_15_c.jpg,cap,color:white;material:fabric;condition:used;size:medium,cap top view,val,team9_cap_15
images/team9_cap_15_d.jpg,cap,color:white;material:fabric;condition:used;size:medium,cap top view,val,team9_cap_15
images/team9_cap_16_a.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap side view,train,team9_cap_16
images/team9_cap_16_b.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap back side view,train,team9_cap_16
images/team9_cap_16_c.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap on table,train,team9_cap_16
images/team9_cap_16_d.jpg,cap,color:blue;material:fabric;condition:used;size:medium,cap with B logo,train,team9_cap_16
images/team9_cap_16_e.jpg,cap,color:blue;material:fabric;condition:used;size:medium,tilted cap,train,team9_cap_16
images/team9_cap_17_a.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap on table,train,team9_cap_17
images/team9_cap_17_b.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap on table,train,team9_cap_17
images/team9_cap_17_c.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap on table,train,team9_cap_17
images/team9_cap_17_d.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap side view,train,team9_cap_17
images/team9_cap_17_e.jpg,cap,color:unknown;material:fabric;condition:used;size:medium,cap front view,train,team9_cap_17
images/team9_cup_01_a.jpg,Cup,color:black;material:plastic;condition:new;size:medium,A dark ceramic mug being filled with coffee.,train,team9_cup_01
images/team9_cup_01_b.jpg,Cup,color:black;material:plastic;condition:new;size:medium,A dark ceramic mug.,train,team9_cup_01
images/team9_cup_01_c.jpg,Cup,color:black;material:plastic;condition:new;size:medium,A dark mug with coffee on a wood surface.,train,team9_cup_01
images/team9_cup_01_d.jpg,Cup,color:black;material:plastic;condition:new;size:medium,A dark ceramic mug with coffee and beans.,train,team9_cup_01
images/team9_cup_01_e.jpg,Cup,color:black;material:plastic;condition:new;size:medium,Hands holding a dark ceramic mug.,train,team9_cup_01
images/team9_cup_02_a.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A green cup held up outside.,train,team9_cup_02
images/team9_cup_02_b.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A speckled dark green pot.,train,team9_cup_02
images/team9_cup_02_c.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A wood stirrer in a dark drink inside a green cup.,train,team9_cup_02
images/team9_cup_02_d.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A speckled green cup of tea next to a laptop.,train,team9_cup_02
images/team9_cup_03_a.jpg,Cup,color:white;material:metal;condition:new;size:medium,A white mug that says 'Blessed' on a black book.,val,team9_cup_03
images/team9_cup_03_b.jpg,Cup,color:white;material:metal;condition:new;size:medium,A white mug with a gray rim that says 'Blessed'.,val,team9_cup_03
images/team9_cup_03_c.jpg,Cup,color:white;material:metal;condition:new;size:medium,A white mug with a silver rim on a log.,val,team9_cup_03
images/team9_cup_03_d.jpg,Cup,color:white;material:metal;condition:new;size:medium,A white mug with a silver rim.,val,team9_cup_03
images/team9_cup_03_e.jpg,Cup,color:white;material:metal;condition:new;size:medium,A white mug that says 'Blessed' on a dark surface.,val,team9_cup_03
images/team9_cup_04_a.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A dark green ceramic mug.,train,team9_cup_04
images/team9_cup_04_b.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A dark green ceramic mug with an off-white bottom.,train,team9_cup_04
images/team9_cup_04_c.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,"A dark green ceramic mug, showing the empty inside.",train,team9_cup_04
images/team9_cup_04_d.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A dark green ceramic mug.,train,team9_cup_04
images/team9_cup_05_a.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A pale green ceramic mug.,train,team9_cup_05
images/team9_cup_05_b.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A speckled light green ceramic mug on a wood table.,train,team9_cup_05
images/team9_cup_05_c.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A hand stirring coffee in a green mug.,train,team9_cup_05
images/team9_cup_05_d.jpg,Cup,color:green;material:ceramic;condition:new;size:medium,A speckled light green ceramic mug.,train,team9_cup_05
images/team9_cup_06_a.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A cream-colored ceramic mug with blue heart and flower designs.,train,team9_cup_06
images/team9_cup_06_b.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A white ceramic mug with blue hearts and flowers.,train,team9_cup_06
images/team9_cup_06_c.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A cream-colored ceramic mug with dark blue designs.,train,team9_cup_06
images/team9_cup_06_d.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A cream-colored ceramic mug with blue hearts and stripes.,train,team9_cup_06
images/team9_cup_07_a.jpg,Cup,color:transparent;material:glass;condition:new;size:medium,A clear glass mug with a drink in it.,train,team9_cup_07
images/team9_cup_07_b.jpg,Cup,color:transparent;material:glass;condition:new;size:medium,A hand holding a clear glass mug of tea.,train,team9_cup_07
images/team9_cup_07_c.jpg,Cup,color:transparent;material:glass;condition:new;size:medium,Hot tea in a clear glass mug outdoors.,train,team9_cup_07
images/team9_cup_07_d.jpg,Cup,color:transparent;material:glass;condition:new;size:medium,Coffee in a clear glass cup.,train,team9_cup_07
images/team9_cup_07_e.jpg,Cup,color:transparent;material:glass;condition:new;size:medium,An empty clear glass mug.,train,team9_cup_07
images/team9_cup_08_a.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A cream-colored mug with a bird and flower design.,val,team9_cup_08
images/team9_cup_08_b.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A white mug with a bird and flower design.,val,team9_cup_08
images/team9_cup_08_c.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A cream-colored mug with a bird and orange flowers.,val,team9_cup_08
images/team9_cup_08_d.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A white mug with a bird and flower drawing.,val,team9_cup_08
images/team9_cup_09_a.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A white mug with pink and gray flowers.,train,team9_cup_09
images/team9_cup_09_b.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,The bottom of a white mug.,train,team9_cup_09
images/team9_cup_09_c.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A white cup with a pink flower and gray leaves.,train,team9_cup_09
images/team9_cup_09_d.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A white cup with bright pink flowers.,train,team9_cup_09
images/team9_cup_09_e.jpg,Cup,color:white;material:ceramic;condition:new;size:medium,A white mug with a pink and gray flower design.,train,team9_cup_09
images/team9_cup_10_a.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white and gold mug with a cracked pattern.,val,team9_cup_10
images/team9_cup_10_b.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A shiny gold and white mug with a cracked pattern.,val,team9_cup_10
images/team9_cup_10_c.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with a gold rim and cracked pattern.,val,team9_cup_10
images/team9_cup_10_d.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white mug with a gold cracked pattern.,val,team9_cup_10
images/team9_cup_10_e.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white mug with a gold handle and cracked pattern.,val,team9_cup_10
images/team9_cup_11_a.jpg,Cup,color:transparent;material:glass;condition:used;size:medium,A clear glass mug on brown fabric.,train,team9_cup_11
images/team9_cup_11_b.jpg,Cup,color:transparent;material:glass;condition:used;size:medium,An empty clear glass mug.,train,team9_cup_11
images/team9_cup_11_c.jpg,Cup,color:transparent;material:glass;condition:used;size:medium,A clear glass mug reflecting light.,train,team9_cup_11
images/team9_cup_11_d.jpg,Cup,color:transparent;material:glass;condition:used;size:medium,An empty clear glass mug from above.,train,team9_cup_11
images/team9_cup_11_e.jpg,Cup,color:transparent;material:glass;condition:used;size:medium,A clear glass dish with a divider.,train,team9_cup_11
images/team9_cup_12_a.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white mug with a gold and black design.,train,team9_cup_12
images/team9_cup_12_b.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,The bottom of a white mug with a gold and black design.,train,team9_cup_12
images/team9_cup_12_c.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white mug with gold details.,train,team9_cup_12
images/team9_cup_12_d.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with gold details.,train,team9_cup_12
images/team9_cup_12_e.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with a gold handle.,train,team9_cup_12
images/team9_cup_13_a.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white mug with a gold rim and a picture of a dancer.,train,team9_cup_13
images/team9_cup_13_b.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with a gold rim and a picture of a dancer.,train,team9_cup_13
images/team9_cup_13_c.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with gold details.,train,team9_cup_13
images/team9_cup_13_d.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with a gold rim and a repaired handle.,train,team9_cup_13
images/team9_cup_13_e.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white mug with a gold rim and a picture of a dancer.,train,team9_cup_13
images/team9_earphones_01_a.jpg,earphones,color:white;material:plastic;condition:new;size:small,White plastic earbuds in their open case.,train,team9_earphones_01
images/team9_earphones_01_b.jpg,earphones,color:white;material:plastic;condition:new;size:small,White earbuds and their case on a silver surface.,train,team9_earphones_01
images/team9_earphones_01_c.jpg,earphones,color:white;material:plastic;condition:new;size:small,White plastic earbuds and their case.,train,team9_earphones_01
images/team9_earphones_01_d.jpg,earphones,color:white;material:plastic;condition:new;size:small,A black and white photo of white earbuds in their case.,train,team9_earphones_01
images/team9_earphones_01_e.jpg,earphones,color:white;material:plastic;condition:new;size:small,Two white earbuds on a wood surface.,train,team9_earphones_01
images/team9_earphones_02_a.jpg,earphones,color:white;material:plastic;condition:new;size:small,White earbuds floating over their open case.,train,team9_earphones_02
images/team9_earphones_02_b.jpg,earphones,color:white;material:plastic;condition:new;size:small,White plastic earbuds and their case.,train,team9_earphones_02
images/team9_earphones_02_c.jpg,earphones,color:white;material:plastic;condition:new;size:small,Two see-through white earbuds.,train,team9_earphones_02
images/team9_earphones_02_d.jpg,earphones,color:white;material:plastic;condition:new;size:small,White earbuds on a blue cloth.,train,team9_earphones_02
images/team9_earphones_02_e.jpg,earphones,color:white;material:plastic;condition:new;size:small,White earbuds on an old wood surface.,train,team9_earphones_02
images/team9_earphones_03_a.jpg,earphones,color:blue;material:plastic;condition:new;size:small,An open dark blue case with metal earbuds.,train,team9_earphones_03
images/team9_earphones_03_b.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A blue case with silver earbuds next to it.,train,team9_earphones_03
images/team9_earphones_03_c.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A dark blue case with earbuds inside.,train,team9_earphones_03
images/team9_earphones_03_d.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A dark blue case.,train,team9_earphones_03
images/team9_earphones_03_e.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A dark blue case with silver earbuds.,train,team9_earphones_03
images/team9_earphones_04_a.jpg,earphones,color:green;material:plastic;condition:new;size:small,Black earbuds with silver stems in their open case.,train,team9_earphones_04
images/team9_earphones_04_b.jpg,earphones,color:green;material:plastic;condition:new;size:small,Black earbuds with silver stems in their case.,train,team9_earphones_04
images/team9_earphones_04_c.jpg,earphones,color:green;material:plastic;condition:new;size:small,"Black earbuds with silver stems, and their case.",train,team9_earphones_04
images/team9_earphones_04_d.jpg,earphones,color:green;material:plastic;condition:new;size:small,Shiny black earbuds with silver stems in a case.,train,team9_earphones_04
images/team9_earphones_04_e.jpg,earphones,color:green;material:plastic;condition:new;size:small,Shiny black earbuds with silver stems in their open case.,train,team9_earphones_04
images/team9_earphones_05_a.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A hand holding an open light green earbud case.,train,team9_earphones_05
images/team9_earphones_05_b.jpg,earphones,color:blue;material:plastic;condition:new;size:small,Light green earbuds and their case.,train,team9_earphones_05
images/team9_earphones_05_c.jpg,earphones,color:blue;material:plastic;condition:new;size:small,Shiny blue-green earbuds and their case.,train,team9_earphones_05
images/team9_earphones_05_d.jpg,earphones,color:blue;material:plastic;condition:new;size:small,An open blue-green case with metal earbuds.,train,team9_earphones_05
images/team9_earphones_05_e.jpg,earphones,color:blue;material:plastic;condition:new;size:small,Shiny green earbuds in their open case.,train,team9_earphones_05
images/team9_earphones_06_a.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A blue case with shiny silver earbuds.,train,team9_earphones_06
images/team9_earphones_06_b.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A blue-green case with shiny silver earbuds.,train,team9_earphones_06
images/team9_earphones_06_c.jpg,earphones,color:blue;material:plastic;condition:new;size:small,An open light blue case with shiny earbuds.,train,team9_earphones_06
images/team9_earphones_06_d.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A dark blue case seen from above.,train,team9_earphones_06
images/team9_earphones_06_e.jpg,earphones,color:blue;material:plastic;condition:new;size:small,A light blue case with shiny blue earbuds.,train,team9_earphones_06
images/team9_earphones_07_a.jpg,earphones,color:white;material:plastic;condition:used;size:small,An open white speckled earbud case.,val,team9_earphones_07
images/team9_earphones_07_b.jpg,earphones,color:white;material:plastic;condition:used;size:small,White earbuds and a silver case on wood.,val,team9_earphones_07
images/team9_earphones_07_c.jpg,earphones,color:white;material:plastic;condition:used;size:small,White earbuds in a case with a gray rim.,val,team9_earphones_07
images/team9_earphones_07_d.jpg,earphones,color:white;material:plastic;condition:used;size:small,White earbuds with their case in the background.,val,team9_earphones_07
images/team9_earphones_07_e.jpg,earphones,color:white;material:plastic;condition:used;size:small,White earbuds with silver details in an open case.,val,team9_earphones_07
